step,normalized_negative_elbo
109,1.3935373035335101
110,1.4207388869336668
111,1.4186633232426946
112,1.3978940637464614
113,1.3959225091045893
114,1.3981988051310188
115,1.3749489803382506
116,1.4290987053062953
117,1.405468755266337
118,1.4203636278765013
119,1.3946286254382705
120,1.3806378513357684
121,1.3623870632913992
122,1.399028073408352
123,1.438814953568921
124,1.3970360725228863
125,1.3489541209370945
126,1.378247526198476
127,1.3930053715799056
128,1.3898381589999642
129,1.3634485859467322
130,1.3549508723172115
131,1.3610149289753992
132,1.3649198074558802
133,1.3479123617957438
134,1.3861101975697319
135,1.4604669039915337
136,1.3531619631945757
137,1.3985911722263193
138,1.401284624740064
139,1.4487751389847234
140,1.365036023663208
141,1.326273950425231
142,1.3685422030608076
143,1.3253979193233953
144,1.4186730824922757
145,1.3763741161051106
146,1.3886972365924184
147,1.3267376323748195
148,1.4555264986221248
149,1.3284333992600086
150,1.3832662058669911
151,1.3886831786914502
152,1.3440613994649027
153,1.3512095073812809
154,1.3812977303597402
155,1.3806596219392495
156,1.3500637256235044
157,1.3461434932412457
158,1.3731249929422003
159,1.3598611186604719
160,1.3358600180400446
161,1.3851613785424284
162,1.4104079896520887
163,1.3451220615658088
164,1.3512455489557176
165,1.3482384824345364
166,1.3641055653952656
167,1.4005946127476312
168,1.3787830292206882
169,1.350816081728267
170,1.3648117920703315
171,1.3584025981193442
172,1.3540525167376232
173,1.4069311775598838
174,1.4129413043114645
175,1.3863291142880536
176,1.4150993096750575
177,1.34580755788166
178,1.388456490268512
179,1.3658153271816167
180,1.3748704099300983
181,1.3687447490858922
182,1.381677766679459
183,1.3478505801283585
184,1.3681924119674167
185,1.2922768727435836
186,1.385295813641107
187,1.394940015209871
188,1.4254637050587562
189,1.3879056754983048
190,1.3643575073870342
191,1.3763444477346103
192,1.3233345910390508
193,1.3733266162229942
194,1.346013028750224
195,1.3479073012360738
196,1.435422123140646
197,1.4072976495708782
198,1.3572501807896251
199,1.3529442860861833
200,1.3833204393490808
201,1.3525612131484197
202,1.3958205802414816
203,1.3470913897088266
204,1.4168956424389898
205,1.4216624587594149
206,1.3165486217828835
207,1.3678384468300633
208,1.3770717823897116
209,1.3489131571458148
210,1.3315684560382226
211,1.381231796502245
212,1.4224464545598676
213,1.3720242106628853
214,1.3970222022190006
215,1.3493083552467302
216,1.3404386827346872
217,1.3367399518748562
218,1.3266086992594022
219,1.3665439616830093
220,1.3511317229989164
221,1.4065945138611713
222,1.3994886854831092
223,1.379157088313233
224,1.3344661998535163
225,1.3939817843081403
226,1.3544671290517716
227,1.383513124837407
228,1.362273742760751
229,1.3127771862091597
230,1.4105655104790817
231,1.3641992693780747
232,1.3626295416434744
233,1.3581897899269997
234,1.341352121650315
235,1.4048027100436808
236,1.3299729902954662
237,1.3484146128412338
238,1.3446309610578449
239,1.4011250868175824
240,1.3382982725415968
241,1.3448428797186045
242,1.3751949059490833
243,1.3645712864330963
244,1.3696091899898364
245,1.3460429524485127
246,1.3850085230518363
247,1.372373936562586
248,1.3874074764840856
249,1.3471337293503112
250,1.4055085841306598
251,1.370893698010311
252,1.2838072776191893
253,1.3693793874404891
254,1.3452832688483682
255,1.3995079621558464
256,1.3858764233436927
257,1.3629169862245187
258,1.3474632763206538
259,1.3586172234015514
260,1.3684008434380615
261,1.3176530946283642
262,1.337478935750249
263,1.3983055847470451
264,1.3266113627090894
265,1.3638458809918967
266,1.3781932458209212
267,1.3561495531058934
268,1.3529031595681853
269,1.342872218654223
270,1.3548129898183365
271,1.410755227149837
272,1.3675911692080929
273,1.2986873805990997
274,1.3990142567062152
275,1.3342882459376724
276,1.3935062317956992
277,1.3280217272156634
278,1.3074348124107715
279,1.4032017040550278
280,1.335971529039234
281,1.317329526522839
282,1.3820950278890705
283,1.335157146371506
284,1.3785752893798229
285,1.3781116220155372
286,1.3564400144610809
287,1.338751847425009
288,1.3503409520361163
289,1.3757228784220639
290,1.348760921760824
291,1.3896152578225143
292,1.4065245315629167
293,1.3830677451372573
294,1.3595533628783205
295,1.3542748500282302
296,1.365438666505779
297,1.349630021118246
298,1.3532907387384905
299,1.3923415710271607
300,1.3275476332950198
301,1.3087184648525414
302,1.3418569886785645
303,1.3787279495772955
304,1.3182776933849096
305,1.3842604724230325
306,1.3585248926615292
307,1.3016951164579385
308,1.3684725905205277
309,1.3913346498017312
310,1.3295649229976596
311,1.3547134231006965
312,1.378832792567529
313,1.3690217918445782
314,1.3460024488300042
315,1.342211780980048
316,1.3012303901712439
317,1.3774623961446437
318,1.3910698995198394
319,1.396013844595586
320,1.3631827770157947
321,1.352559952299864
322,1.4345222583405768
323,1.3787182356794052
324,1.3699430008538178
325,1.3410137566099058
326,1.384036578461902
327,1.380288326624577
328,1.380218272746964
329,1.3914055074820004
330,1.3465729661598564
331,1.333692568590806
332,1.3560721065975598
333,1.3931184108224364
334,1.4011471651039742
335,1.3557401738164678
336,1.3586737118097552
337,1.3352141526930534
338,1.3838035040725705
339,1.3231068736564924
340,1.3686288031823555
341,1.2872191318615636
342,1.3080318022737851
343,1.3468559785492573
344,1.3730458961090168
345,1.3623731648976767
346,1.386268756972903
347,1.376577918339818
348,1.3575851751371395
349,1.3491467315511134
350,1.3226841953959254
351,1.4075682840444101
352,1.3877269486394286
353,1.3681102379505772
354,1.4045510889215957
355,1.3695491889699871
356,1.3580044799496125
357,1.3984635173532367
358,1.3644337335477295
359,1.3960860033684552
360,1.3902611862099037
361,1.346967031952015
362,1.3219667180206884
363,1.3257218872213543
364,1.3420455252761698
365,1.3926238658033026
366,1.3085323781595795
367,1.3405205567246945
368,1.4092624058639829
369,1.3606808367633634
370,1.3184083833195783
371,1.3581748928713313
372,1.3467247236776607
373,1.347845571863557
374,1.3147214456962668
375,1.3633886117367955
376,1.335244288430667
377,1.3227736512938744
378,1.3620810411249544
379,1.385258266248327
380,1.3687666572590447
381,1.3809494158145093
382,1.4583967885847162
383,1.4027004608091795
384,1.3378868368405519
385,1.34010130657032
386,1.3482699257842456
387,1.37337854458919
388,1.3287304051736066
389,1.3706091459327743
390,1.3747151975906928
391,1.3412649283358278
392,1.347300060535478
393,1.3606659577750517
394,1.3817695047884908
395,1.3805022907554418
396,1.3650059791382825
397,1.3459049056823167
398,1.3014098499720275
399,1.3645541398653054
400,1.3866563327537553
401,1.3505080101961298
402,1.3243337732156946
403,1.3369151430371478
404,1.3014802857637253
405,1.3775129610209746
406,1.298186554725935
407,1.3976627857360655
408,1.3604204412357872
409,1.3534446642128795
410,1.349468284633892
411,1.363841379473765
412,1.3661546669377158
413,1.3814154758959352
414,1.3676860338013366
415,1.3310655542716956
416,1.3429015073787307
417,1.3219899541585103
418,1.3731723771290778
419,1.3200843093549381
420,1.3183141997881755
421,1.374992746705348
422,1.341186159328825
423,1.3549100512577958
424,1.375214802726153
425,1.303779437058508
426,1.3484581805359073
427,1.3932266477420907
428,1.329481582513051
429,1.327807787961505
430,1.3507781023971626
431,1.3506639572038817
432,1.3225902910009337
433,1.3045160899157118
434,1.2957565094633459
435,1.388938336294692
436,1.3566084000453793
437,1.313116617023823
438,1.3922759287939017
439,1.300563352659625
440,1.3296957654811743
441,1.3149381070996768
442,1.3672096611573725
443,1.3968258345049474
444,1.3584270946756976
445,1.40578481598368
446,1.3465698346276176
447,1.3452217623171547
448,1.323733929619212
449,1.388009929117613
450,1.3630065104411269
451,1.4041693732110736
452,1.316383511471786
453,1.3669811412349573
454,1.3036142270934372
455,1.3389497551538392
456,1.3822157289824901
457,1.3627499411149138
458,1.4000295476057667
459,1.3665538440666432
460,1.3033192367727802
461,1.310428254060226
462,1.3607577429679218
463,1.355200512852097
464,1.3795173980027369
465,1.3641719411355522
466,1.3661870188789742
467,1.3392743039015222
468,1.3589587436255277
469,1.3433135478377007
470,1.363694397875164
471,1.3171881883036252
472,1.3175846930931627
473,1.3301817542058545
474,1.360096185436028
475,1.2811875070244736
476,1.3713625565474414
477,1.4070294738726645
478,1.3593107155952553
479,1.3159406283668804
480,1.307325289613634
481,1.3143637068484035
482,1.3451963994562286
483,1.3386129875751194
484,1.3627604464830272
485,1.3434287328896213
486,1.3420731118185942
487,1.3696238976458728
488,1.3177709909901372
489,1.3336677989906844
490,1.395101342511662
491,1.3793561101198257
492,1.3210966263603503
493,1.3500199507377426
494,1.343687700135125
495,1.3625393187892156
496,1.4087554870592418
497,1.4019483006032485
498,1.3632905333035499
499,1.3483413304393723
500,1.335285919855364
501,1.388665128493244
502,1.3756763345740384
503,1.3900866965628729
504,1.3401273243890992
505,1.347823650350142
506,1.3543603079764703
507,1.3591259543825902
508,1.3648082271092719
509,1.3566705319154229
510,1.3502567206975034
511,1.3412609042529553
512,1.3347932042731137
513,1.3797012950825145
514,1.376161040113009
515,1.3615617983914023
516,1.3353512282002435
517,1.3341074245358322
518,1.3462195702989963
519,1.3366081271394472
520,1.328324759039862
521,1.335252794974244
522,1.3441553939429762
523,1.331933924458484
524,1.3560763861724923
525,1.3368315569643539
526,1.4032453860416203
527,1.3426827439399154
528,1.2867301369325814
529,1.3285041671147029
530,1.3913603867944468
531,1.3291720054847713
532,1.3384635930780533
533,1.376722915668107
534,1.3333478569825872
535,1.3602950013136978
536,1.383495733193908
537,1.4054878934142163
538,1.3602396908196437
539,1.3473219221842039
540,1.3876764093032337
541,1.363138246746954
542,1.363504569370858
543,1.4015019515183131
544,1.3808131204986052
545,1.3496212707573205
546,1.345840774189211
547,1.3161639681207562
548,1.3396513524356726
549,1.3256862198649655
550,1.340670924864927
551,1.417512075231716
552,1.3621549535280462
553,1.3164988240252316
554,1.3489143888199595
555,1.3339904153792008
556,1.3548276253654123
557,1.3740562548041293
558,1.3497616490941409
559,1.3354940879241683
560,1.374905617678202
561,1.3397982368183723
562,1.3768973373072628
563,1.3666951250444426
564,1.405279291375572
565,1.3307075720257258
566,1.3368518617449086
567,1.353739852102993
568,1.380049147078425
569,1.3352058733645942
570,1.3909706714918808
571,1.4188384495639412
572,1.3814017496685318
573,1.3839690367752029
574,1.3592894928970825
575,1.3725552824759135
576,1.3567953258137597
577,1.3276224918971116
578,1.3555662198837508
579,1.3503698647527114
580,1.3857625008829404
581,1.3694529904627726
582,1.3787904593472309
583,1.3192019596799918
584,1.3518638363696467
585,1.37349642881832
586,1.3386078460947994
587,1.3383061599924766
588,1.3059832092596235
589,1.3243433916552012
590,1.3629460856756108
591,1.3568641995757278
592,1.42175749419085
593,1.3229955158321576
594,1.36665630899227
595,1.3183955958323488
596,1.3242844489583911
597,1.299139020867938
598,1.2684432845960691
599,1.356218955726525
600,1.3423845010060467
601,1.2949768604376606
602,1.3325006299578983
603,1.3474006166651045
604,1.3726334428325748
605,1.349197912659657
606,1.3745011289963076
607,1.3676519754570353
608,1.3722374829635464
609,1.3940720801295052
610,1.3438627454520002
611,1.3397097265029285
612,1.3477947895529372
613,1.2970933635252389
614,1.3293601405818969
615,1.39651104277554
616,1.3462870462370333
617,1.3536421801776615
618,1.3570855755051003
619,1.3329847570579438
620,1.3549924161057783
621,1.3997780698377487
622,1.424036185555791
623,1.3406038045695439
624,1.2951780144955145
625,1.4119353938374943
626,1.350517186104003
627,1.3810300398454662
628,1.3206435795744966
629,1.380601792923159
630,1.3516881588145278
631,1.3769132967287048
632,1.330795420657054
633,1.2768182826149237
634,1.4326161972514322
635,1.3678351190786946
636,1.342515540377195
637,1.3491037114351072
638,1.321386243778563
639,1.3348063561867793
640,1.3055762328874094
641,1.352055684524216
642,1.373875884973943
643,1.3313099575634357
644,1.3748578838518835
645,1.3605212867424885
646,1.37121324453129
647,1.3751270206832396
648,1.39028057059481
649,1.357919981758818
650,1.3037538577330674
651,1.3493782871579518
652,1.3656416212948188
653,1.3350271619643883
654,1.3143616533651346
655,1.3492122333662666
656,1.34420116816258
657,1.3301290069855232
658,1.4117320093864674
659,1.3995221316937467
660,1.397692950205381
661,1.309996267392974
662,1.350739776452643
663,1.3293059356494783
664,1.3040005414663218
665,1.3269099801432491
666,1.3115348852311457
667,1.3820633567121878
668,1.3028030845212857
669,1.3607000212009952
670,1.3744759814379428
671,1.3191177091526611
672,1.3798665575923499
673,1.3931351484658059
674,1.3360264105715174
675,1.3506714499947101
676,1.3397391606739066
677,1.312848342142887
678,1.3476137608439402
679,1.2984746047822457
680,1.338614975414378
681,1.3649357590798044
682,1.3219390933469193
683,1.3093174496280129
684,1.2810869327050793
685,1.3247878342693111
686,1.3096409402537155
687,1.359836837092724
688,1.3076199515429905
689,1.3271862064700153
690,1.3623217317099936
691,1.317476653288839
692,1.3638429779959271
693,1.3041659661751763
694,1.3327544650466145
695,1.3037605224071163
696,1.3782641974373646
697,1.3188056597614417
698,1.3386379232939492
699,1.3066338374151558
700,1.3309274331176648
701,1.385555689038622
702,1.3525808002522897
703,1.3686873413469525
704,1.350553719808728
705,1.3781035811652769
706,1.335516134582855
707,1.349420832890094
708,1.3224971021642185
709,1.3546480053546297
710,1.3249027282487964
711,1.3528232756703065
712,1.3554412661166437
713,1.3698365676190698
714,1.3146607445749088
715,1.336225642376406
716,1.3245202132800473
717,1.3220200712674526
718,1.3444492956334058
719,1.3563785764311915
720,1.349700859550812
721,1.421082620845837
722,1.3283093439623925
723,1.375581602483412
724,1.425348598382859
725,1.3677916686036562
726,1.320196352035855
727,1.3677047520274659
728,1.4003224414838693
729,1.3819423565617102
730,1.3995537247946082
731,1.3627678518584456
732,1.3161250776947027
733,1.3395265564677654
734,1.363391136372405
735,1.3738236076799395
736,1.3492887047548907
737,1.3450988670014277
738,1.3387365992920464
739,1.3205965522137908
740,1.3821314047979854
741,1.3469800357122141
742,1.343715218837118
743,1.3752419887239187
744,1.3757727278358907
745,1.3435943242017538
746,1.3381358735796756
747,1.3583679068892258
748,1.3272554734459356
749,1.3765593187198026
750,1.378986762991492
751,1.346283195254736
752,1.327877463172413
753,1.359207836082588
754,1.3308548464130532
755,1.342366113996185
756,1.3137775033051495
757,1.3892391407105165
758,1.3673584062945106
759,1.3863036445350487
760,1.3269237571896122
761,1.3628364812208205
762,1.3256263498286953
763,1.3669101563683872
764,1.318858104994462
765,1.3413816876820455
766,1.3470490587826252
767,1.3334144061304278
768,1.342456582680914
769,1.3300433130770721
770,1.404860812639484
771,1.3439008399261925
772,1.3362524132867046
773,1.3604206136513681
774,1.3611716090874275
775,1.3382830272316983
776,1.3553648075374114
777,1.3567055601569868
778,1.3281312901001845
779,1.316711742215596
780,1.4117066376409124
781,1.3934445375456266
782,1.327588870745294
783,1.3039664096132617
784,1.3879357204329585
785,1.3605595997583768
786,1.3267863517257825
787,1.3505617482111212
788,1.3677136644320183
789,1.326127583610841
790,1.343136104772149
791,1.3855942353698825
792,1.3047306547332258
793,1.3346008444018613
794,1.3465680975000474
795,1.3685559858636591
796,1.335306151018068
797,1.3446645021014918
798,1.3475622224329005
799,1.4006224512239511
800,1.304144042292823
801,1.3513163786184548
802,1.3465549735861544
803,1.3576206815338412
804,1.3853195685364648
805,1.3257875048722005
806,1.2870070695670308
807,1.3579868012485052
808,1.3422042943814405
809,1.3824788603839382
810,1.3364171073794608
811,1.3223091712664055
812,1.3366739457365178
813,1.324599931696643
814,1.3602312323455354
815,1.3398189854206324
816,1.280022770536167
817,1.397422166048562
818,1.3481855202623862
819,1.3755067031298727
820,1.3410270419674213
821,1.3382784662186475
822,1.328634690467658
823,1.356477979290604
824,1.3251119739619166
825,1.3731167167976956
826,1.3313401337195134
827,1.3675328026897269
828,1.3674452517086815
829,1.342879521476494
830,1.3860871527381091
831,1.3745686844285574
832,1.288534224585791
833,1.3400931562757434
834,1.2897861453054347
835,1.407308853728229
836,1.326944352400103
837,1.3323846422640062
838,1.3231779553704621
839,1.3679838262468569
840,1.3575405828712483
841,1.4012490567845812
842,1.3489629091369737
843,1.3744700437032225
844,1.3483003732138892
845,1.3339243825495553
846,1.3788220280908399
847,1.3589374141139234
848,1.377610571202323
849,1.2949157492350019
850,1.34783131897074
851,1.2969690462503167
852,1.3066547448149313
853,1.3926996575324213
854,1.3370382956297253
855,1.3525426813402948
856,1.2850584254877673
857,1.3727910226743567
858,1.3223511836557091
859,1.38981146140244
860,1.3720006625488879
861,1.3107203877932712
862,1.3273084063161897
863,1.3464979663937764
864,1.3491775199772196
865,1.3587516888251778
866,1.2938493885834987
867,1.3586330208548427
868,1.3146129730358533
869,1.378729238011456
870,1.3569076581330637
871,1.3517292039412594
872,1.295073962117993
873,1.3635373644437538
874,1.3351670540834353
875,1.3648735866010204
876,1.3720516226066268
877,1.3355995470229347
878,1.3046433775526134
879,1.3206694993775805
880,1.362841095761095
881,1.384662303703485
882,1.3411913709557237
883,1.3600208164485523
884,1.3096115175659042
885,1.327508432849464
886,1.3304016698322123
887,1.371926831108941
888,1.3473273634636587
889,1.3839711495624802
890,1.3467289188359355
891,1.3485282009851682
892,1.3562123712595904
893,1.3142194038410333
894,1.3183611507891513
895,1.317539843045555
896,1.3587259009976462
897,1.3240901075891507
898,1.343010334434855
899,1.3444973301855039
900,1.3981479036402853
901,1.3195954911386072
902,1.3424747385255242
903,1.33398764371121
904,1.3417355383968235
905,1.3482535872216772
906,1.3626473444198672
907,1.3140167421337452
908,1.3154151643668173
909,1.3176244579358964
910,1.371733066525126
911,1.3067855350581232
912,1.3419888143824792
913,1.3812332129218665
914,1.3813833315745205
915,1.3544828280225565
916,1.3425237360183884
917,1.3088050891220382
918,1.3659895096626538
919,1.3119951223080397
920,1.3722083901258197
921,1.4238947919928502
922,1.3255281606153944
923,1.3033227883041478
924,1.3444307619719909
925,1.3517997564255273
926,1.3599791654438032
927,1.3616194288612853
928,1.3074939696522097
929,1.3683308571395676
930,1.3023410425131763
931,1.34044351492236
932,1.3260620608830682
933,1.3167938364249012
934,1.295151399572352
935,1.409488205309674
936,1.3385588010049854
937,1.3074093377784515
938,1.3676693888877902
939,1.356026105857346
940,1.3561418328335602
941,1.3480032037154273
942,1.3727744563867297
943,1.2905549521767212
944,1.340112126327311
945,1.3603861353237943
946,1.3690331637278368
947,1.3688830484544874
948,1.3201200377259181
949,1.3135702982519528
950,1.36289763367789
951,1.352564483327293
952,1.3447152309603636
953,1.40608331902888
954,1.3678110183392715
955,1.3911569338103826
956,1.3488355539672536
957,1.360956207008461
958,1.3476916503856018
959,1.3259924271549024
960,1.484765847611957
961,1.314060272803213
962,1.3540905522084432
963,1.3237056330904318
964,1.3037463174353532
965,1.3150301321876692
966,1.3829669202406365
967,1.360227115551233
968,1.357994077082638
969,1.3706596479945015
970,1.3347736504307866
971,1.3630157010732047
972,1.3397520903316855
973,1.342164910150034
974,1.3302524871829267
975,1.2943559322219824
976,1.3301344396721062
977,1.362072007713637
978,1.357007393195643
979,1.3391400457945664
980,1.3202657542473926
981,1.3724245624585822
982,1.3870104468919384
983,1.3121401720244326
984,1.3327617160782486
985,1.3884571403185084
986,1.3131929490262726
987,1.30111941479567
988,1.3500465898982836
989,1.3395129782035522
990,1.327843861788387
991,1.3613748431454378
992,1.3815193855346157
993,1.3450406939266966
994,1.3218100062397284
995,1.354887033396552
996,1.3392379616457035
997,1.3599076065007063
998,1.3215728185241948
999,1.328029305776647
1000,1.3902742006046382
1001,1.344744183808106
1002,1.3746478796630623
1003,1.370294679670123
1004,1.3402953866098275
1005,1.3613095777160797
1006,1.3781055779380018
1007,1.3467595954037548
1008,1.3328237089166655
1009,1.3481910296562702
1010,1.3119017316542698
1011,1.3507454579437126
1012,1.31325499090203
1013,1.3775007947340685
1014,1.3559303096345487
1015,1.322528154229376
1016,1.3589818592291036
1017,1.3289652970745796
1018,1.3419232193554698
1019,1.3327376807088385
1020,1.377415100689887
1021,1.3865846801174035
1022,1.3498316201058471
1023,1.3234207320286384
1024,1.3819647453153876
1025,1.2930744053990808
1026,1.3029018385808164
1027,1.3494635753544775
1028,1.3317660228841213
1029,1.3435311640513758
1030,1.3953669785399117
1031,1.3253284000095595
1032,1.2856904938113003
1033,1.3612419183378606
1034,1.3413431368380686
1035,1.3191341259041482
1036,1.337307826417745
1037,1.386821326357695
1038,1.3264504115477698
1039,1.3522394469417418
1040,1.4031819749080934
1041,1.323241284009121
1042,1.3549638264045478
1043,1.3809022896934937
1044,1.3803797560187667
1045,1.3293211365203772
1046,1.313446268687286
1047,1.373748376269112
1048,1.2961036407857223
1049,1.3771882712786487
1050,1.3799979990734956
1051,1.358898478069158
1052,1.3569421427632187
1053,1.4097897720580974
1054,1.33718758188946
1055,1.3441975519804434
1056,1.3158980746184032
1057,1.3501918389549699
1058,1.3662102557087672
1059,1.3133529256735952
1060,1.3355973533473542
1061,1.3594124072220333
1062,1.3693007346104082
1063,1.3545748799166557
1064,1.3432723708844665
1065,1.4202872860989306
1066,1.3373087956230367
1067,1.3722350690363214
1068,1.347206779990088
1069,1.322987383505994
1070,1.3635396456482756
1071,1.3608113065440623
1072,1.323737065265856
1073,1.3567951598079486
1074,1.3330050848124433
1075,1.3270889532765733
1076,1.2943743510954917
1077,1.374829532206439
1078,1.333922847364622
1079,1.3641576032869622
1080,1.3602759042623003
1081,1.3472737698295913
1082,1.3356099474404206
1083,1.3597044202705144
1084,1.3311704337442136
1085,1.385032829472189
1086,1.3799198578421263
1087,1.3011999788426984
1088,1.3651442589445846
1089,1.3245701926410822
1090,1.369918616684719
1091,1.402773093664008
1092,1.3496557010192307
1093,1.3547823068921216
1094,1.3081990923227336
1095,1.3077456489854837
1096,1.338543247699489
1097,1.3168977292190667
1098,1.3461390503713038
1099,1.3140460687771223
1100,1.3713007049846417
1101,1.3955959500054396
1102,1.274233511394974
1103,1.3265004015642703
1104,1.3306602815282977
1105,1.281459555099637
1106,1.3577770474104818
1107,1.2981833389381394
1108,1.3800652691726736
1109,1.3531504328873774
1110,1.3178633379004625
1111,1.3429783028653908
1112,1.3483697568075377
1113,1.3548050352481718
1114,1.370394451100821
1115,1.3437677904579135
1116,1.2816871897234778
1117,1.3218373978549982
1118,1.3451222207407054
1119,1.3508033560712793
1120,1.373728076183939
1121,1.3117687263345021
1122,1.3437418653714948
1123,1.3576470535041434
1124,1.3244027861640475
1125,1.3086924189826148
1126,1.2917411045195184
1127,1.3165040445830596
1128,1.3198319276825077
1129,1.3801831531011675
1130,1.315858796226214
1131,1.383211457749382
1132,1.282043336299751
1133,1.297599968693962
1134,1.3110312732131448
1135,1.360864283023078
1136,1.3584552848337559
1137,1.378957025035093
1138,1.3948964720823882
1139,1.3690728460934616
1140,1.368609954423602
1141,1.3492090586774896
1142,1.3580420408767366
1143,1.3555779167187512
1144,1.3418538314381123
1145,1.308372458010326
1146,1.3385667896142885
1147,1.344538237599857
1148,1.326068380170983
1149,1.3508402571282538
1150,1.3351580406416017
1151,1.3516223938512357
1152,1.3227744322767092
1153,1.3371418293771962
1154,1.3625822860331822
1155,1.3634896797505482
1156,1.3320835758353575
1157,1.3318091790691542
1158,1.333751159488541
1159,1.322773942619377
1160,1.3507856061098433
1161,1.3120321309833138
1162,1.3171019758811917
1163,1.3503275635153007
1164,1.3878813647142854
1165,1.3196290008234726
1166,1.3162407215316467
1167,1.3658810167663695
1168,1.403320103455622
1169,1.3706026048640287
1170,1.3981163730489514
1171,1.361611032142577
1172,1.3374931093581568
1173,1.3987405122187764
1174,1.386999471227093
1175,1.3464623499635362
1176,1.3234423854397572
1177,1.3918009639221414
1178,1.3240952528261567
1179,1.3536547197534337
1180,1.353476420444479
1181,1.343489558624112
1182,1.3529197406567612
1183,1.31969179828527
1184,1.3091776259982395
1185,1.344664400964633
1186,1.3820775315740155
1187,1.319683379857319
1188,1.3753159198153015
1189,1.3936923610775422
1190,1.3284159439126817
1191,1.3048711642971786
1192,1.356552638471852
1193,1.331937909022264
1194,1.3436506033359796
1195,1.3308560904145565
1196,1.360380932548543
1197,1.34710625795478
1198,1.3233247970488464
1199,1.3615901112560262
1200,1.3740210741291536
1201,1.3847415177068314
1202,1.3388071164084139
1203,1.35332328972448
1204,1.3843408364441392
1205,1.3698896522136397
1206,1.4203391701104824
1207,1.3466767422849193
1208,1.3928582680469432
1209,1.314248284107296
1210,1.3076648534173874
1211,1.2923934886164945
1212,1.3606717081587802
1213,1.3296914931272226
1214,1.3269321121211366
1215,1.3415061345616788
1216,1.3572150045030522
1217,1.3461090362575843
1218,1.3976316177635444
1219,1.3447255053928255
1220,1.350211923406501
1221,1.3502822735853384
1222,1.3165812122930391
1223,1.3120010305550278
1224,1.4033658845017005
1225,1.3130189771137257
1226,1.3190614207380325
1227,1.3589233014267375
1228,1.387019773773171
1229,1.3394569187843923
1230,1.3129448582958727
1231,1.323314790240453
1232,1.3628736942133781
1233,1.3755405011915944
1234,1.3552620818807875
1235,1.2956543799083498
1236,1.3243122033599164
1237,1.3029149966943139
1238,1.345684505478366
1239,1.3549361430711722
1240,1.3761964919968566
1241,1.3378759525761337
1242,1.3241385690486713
1243,1.2945568967926773
1244,1.3039475797476632
1245,1.3516579305056542
1246,1.3292694750209508
1247,1.340678487764279
1248,1.3499710460863306
1249,1.3398884488072276
1250,1.3520514016879501
1251,1.3122992624795171
1252,1.3422108740020409
1253,1.382880802012519
1254,1.3377534968351479
1255,1.3578027646347717
1256,1.3154378583723103
1257,1.318138849415469
1258,1.3435328801781652
1259,1.3525876129244128
1260,1.3265575639357452
1261,1.3161941843991016
1262,1.281433264015735
1263,1.3806542690341965
1264,1.338391836920048
1265,1.3587819485689434
1266,1.3661138868333431
1267,1.3746570639126432
1268,1.348646252663671
1269,1.3144516702054805
1270,1.3392231914255937
